ID,Prospect_ID,Campaign_ID,Type,Activity_Name,Activity_Details
4165912938,18699388,2001,Open,Email,Register for this new deal
7840461777,18247652,2016,Open,Email,Three Keys to your success
7547436225,18280877,2001,Open,Email,Register for this new deal
2255817798,18858552,2013,Open,Email,Three Keys to your success
8032011595,18686014,2000,Open,Email,Monthly overview
5804784116,18788746,2016,Open,Email,Three Keys to your success
7702061118,18344334,2013,Open,Email,Register for this new deal
1181671472,18805954,2019,Open,Email,Monthly overview
7028937193,18279824,2013,Open,Email,Three Keys to your success
5385033801,18487695,2000,Open,Email,Three Keys to your success
7760041698,18750254,2009,Open,Email,Register for this new deal
2658792242,18171711,2009,Open,Email,Three Keys to your success
3012855208,18789316,2004,Open,Email,Three Keys to your success
6492071144,18903839,2009,Open,Email,Register for this new deal
7268554610,18190001,2001,Open,Email,Three Keys to your success
6999521680,18815154,2019,Open,Email,Register for this new deal
5943491384,18588684,2004,Open,Email,Register for this new deal
2892581421,18732682,2016,Open,Email,Monthly overview
2213719192,18144298,2009,Open,Email,Three Keys to your success
7914389985,18150602,2009,Open,Email,Three Keys to your success
9081431768,18776283,2016,Open,Email,Register for this new deal
4477215145,18312040,2009,Open,Email,Monthly overview
2323441421,18239146,2000,Open,Email,Register for this new deal
2217908265,18579547,2019,Open,Email,Three Keys to your success
1420330483,18655046,2004,Open,Email,Monthly overview
2938610355,18423446,2005,Open,Email,Three Keys to your success
7941438530,18625714,2019,Open,Email,Monthly overview
8247127204,18937048,2016,Open,Email,Three Keys to your success
2275170880,18878415,2019,Open,Email,Register for this new deal
2372710768,18409815,2019,Open,Email,Monthly overview
1861943293,18659128,2001,Open,Email,Three Keys to your success
5755235451,18692235,2000,Open,Email,Three Keys to your success
5191056014,18926849,2009,Open,Email,Register for this new deal
3603340205,18413248,2013,Open,Email,Three Keys to your success
6769190108,18594012,2000,Open,Email,Three Keys to your success
6935301774,18866033,2013,Open,Email,Register for this new deal
6113044594,18450930,2009,Open,Email,Three Keys to your success
5476845082,18888311,2016,Open,Email,Register for this new deal
5573704774,18783759,2019,Open,Email,Register for this new deal
7481976374,18378931,2001,Open,Email,Register for this new deal
8428353973,18839787,2000,Open,Email,Monthly overview
7773305849,18657658,2004,Open,Email,Three Keys to your success
7183408025,18195623,2000,Open,Email,Three Keys to your success
1912499213,18555787,2016,Open,Email,Three Keys to your success
2609098893,18659475,2009,Open,Email,Monthly overview
3250395558,18872508,2005,Open,Email,Three Keys to your success
8903460565,18377939,2009,Open,Email,Three Keys to your success
4771170194,18333283,2001,Open,Email,Monthly overview
3467477362,18242328,2016,Open,Email,Three Keys to your success
2354790920,18984779,2009,Open,Email,Register for this new deal
7834812060,18580249,2001,Open,Email,Three Keys to your success
7326143266,18832013,2013,Open,Email,Register for this new deal
3101747597,18168696,2001,Open,Email,Monthly overview
6321687370,18775357,2009,Open,Email,Register for this new deal
5924139527,18428067,2009,Open,Email,Three Keys to your success
3796602952,18311987,2019,Open,Email,Three Keys to your success
7856950731,18489310,2013,Open,Email,Register for this new deal
6829210007,18664296,2016,Open,Email,Monthly overview
4166111123,18627904,2019,Open,Email,Three Keys to your success
4596430806,18322412,2013,Open,Email,Register for this new deal
8316556923,18151552,2000,Open,Email,Three Keys to your success
3352327371,18957822,2009,Open,Email,Three Keys to your success
3730123919,18650243,2000,Open,Email,Three Keys to your success
5807289287,18604666,2004,Open,Email,Three Keys to your success
6154982188,18196334,2013,Open,Email,Register for this new deal
7969170659,18756198,2016,Open,Email,Three Keys to your success
7894696051,18633311,2001,Open,Email,Register for this new deal
2549290846,18317275,2004,Open,Email,Three Keys to your success
2594673616,18645693,2005,Open,Email,Three Keys to your success
5244844387,18212704,2000,Open,Email,Monthly overview
7367536538,18252266,2016,Open,Email,Monthly overview
5882479870,18386205,2016,Open,Email,Three Keys to your success
8025019506,18822566,2001,Open,Email,Three Keys to your success
7269732462,18386184,2005,Open,Email,Monthly overview
7761280304,18516477,2016,Open,Email,Monthly overview
7252227258,18663924,2013,Unsubscribe Page,Email,Three Keys to your success
7322931537,18964521,2013,Unsubscribe Page,Email,Monthly overview
8342812384,18965030,2004,Unsubscribe Page,Email,Monthly overview
8864509593,18276022,2019,Unsubscribe Page,Email,Register for this new deal
1599476852,18569490,2009,Unsubscribe Page,Email,Three Keys to your success
4722504812,18540997,2009,Unsubscribe Page,Email,Three Keys to your success
7781054509,18864528,2016,Unsubscribe Page,Email,Three Keys to your success
1285636673,18425042,2013,Unsubscribe Page,Email,Register for this new deal
7226360664,18727293,2009,Unsubscribe Page,Email,Monthly overview
6144407106,18256230,2001,Unsubscribe Page,Email,Three Keys to your success
2615956175,18474313,2016,Unsubscribe Page,Email,Three Keys to your success
6210373196,18739861,2005,Unsubscribe Page,Email,Monthly overview
5504587624,18255817,2001,Unsubscribe Page,Email,Register for this new deal
1952435348,18342425,2001,Unsubscribe Page,Email,Three Keys to your success
7332899626,18300911,2004,Unsubscribe Page,Email,Three Keys to your success
1550384740,18790450,2009,Unsubscribe Page,Email,Monthly overview
1981503920,18435982,2009,Unsubscribe Page,Email,Monthly overview
6167612178,18910946,2009,Unsubscribe Page,Email,Register for this new deal
2384714806,18770374,2005,Unsubscribe Page,Email,Three Keys to your success
4207753812,18149121,2000,Unsubscribe Page,Email,Register for this new deal
4993785547,18843664,2009,Unsubscribe Page,Email,Register for this new deal
1975558555,18491851,2004,Unsubscribe Page,Email,Register for this new deal
8495125765,18962968,2001,Unsubscribe Page,Email,Monthly overview
6565951673,18132557,2019,Unsubscribe Page,Email,Register for this new deal
6296869480,18907319,2009,Unsubscribe Page,Email,Register for this new deal
2359379465,18677129,2005,Unsubscribe Page,Email,Monthly overview
6222339712,18464862,2001,Unsubscribe Page,Email,Monthly overview
5230100241,18431183,2013,Unsubscribe Page,Email,Monthly overview
3455463788,18430758,2009,Unsubscribe Page,Email,Monthly overview
5785453933,18391771,2019,Unsubscribe Page,Email,Three Keys to your success
1524002148,18315300,2004,Unsubscribe Page,Email,Monthly overview
1544201559,18275641,2000,Unsubscribe Page,Email,Register for this new deal
2001263786,18216858,2013,Unsubscribe Page,Email,Monthly overview
4093384912,18989314,2001,Unsubscribe Page,Email,Three Keys to your success
8520643876,18142506,2009,Unsubscribe Page,Email,Register for this new deal
5986492865,18371226,2009,Unsubscribe Page,Email,Three Keys to your success
3435573678,18918715,2019,Unsubscribe Page,Email,Monthly overview
7487919238,18702667,2016,Unsubscribe Page,Email,Register for this new deal
4318448204,18666180,2005,Unsubscribe Page,Email,Three Keys to your success
2951674556,18521921,2005,Unsubscribe Page,Email,Three Keys to your success
3493826604,18518380,2001,Unsubscribe Page,Email,Three Keys to your success
4399147973,18914077,2013,Unsubscribe Page,Email,Three Keys to your success
2927373935,18747776,2001,Unsubscribe Page,Email,Three Keys to your success
6728959894,18573213,2009,Unsubscribe Page,Email,Three Keys to your success
4442417094,18462839,2019,Unsubscribe Page,Email,Register for this new deal
3449159001,18514954,2016,Unsubscribe Page,Email,Monthly overview
4367446472,18142012,2019,Unsubscribe Page,Email,Register for this new deal
8895706428,18420681,2016,Unsubscribe Page,Email,Three Keys to your success
6999946792,18163681,2005,Unsubscribe Page,Email,Three Keys to your success
6389163838,18311342,2016,Unsubscribe Page,Email,Monthly overview
4514731750,18315281,2001,Unsubscribe Page,Email,Three Keys to your success
8032745893,18509594,2013,Unsubscribe Page,Email,Monthly overview
6745240740,18339626,2016,Unsubscribe Page,Email,Three Keys to your success
7690521307,18212116,2004,Unsubscribe Page,Email,Three Keys to your success
6728157929,18854645,2019,Unsubscribe Page,Email,Three Keys to your success
7804713124,18647339,2004,Unsubscribe Page,Email,Monthly overview
5607319688,19007646,2004,Unsubscribe Page,Email,Register for this new deal
2528479332,18661255,2001,Unsubscribe Page,Email,Three Keys to your success
6677680804,18961020,2005,Bounced,Email,Monthly overview
5874001686,18164606,2005,Bounced,Email,Monthly overview
8180336024,18876938,2009,Bounced,Email,Monthly overview
2242653722,18518288,2005,Bounced,Email,Register for this new deal
3914719467,18516229,2019,Bounced,Email,Monthly overview
7480237342,18975284,2005,Bounced,Email,Monthly overview
1724353087,18902595,2000,Bounced,Email,Monthly overview
5692477924,18871323,2019,Bounced,Email,Register for this new deal
7110986556,18816923,2019,Bounced,Email,Register for this new deal
7104914959,18382830,2004,Bounced,Email,Register for this new deal
5673962005,18358694,2016,Bounced,Email,Monthly overview
3634495483,18528992,2001,Bounced,Email,Three Keys to your success
2675507753,18420079,2016,Bounced,Email,Three Keys to your success
8587718981,18136998,2009,Bounced,Email,Three Keys to your success
4472069343,18825759,2000,Bounced,Email,Three Keys to your success
7398201664,18777420,2016,Bounced,Email,Register for this new deal
3318459947,18335967,2013,Bounced,Email,Monthly overview
6135113695,18578093,2001,Bounced,Email,Register for this new deal
6296046550,18686635,2016,Bounced,Email,Three Keys to your success
6171669049,18794969,2004,Bounced,Email,Monthly overview
3817588984,18374774,2019,Bounced,Email,Register for this new deal
2338487644,18856695,2016,Bounced,Email,Three Keys to your success
5614805448,18230418,2016,Bounced,Email,Register for this new deal
8118084786,18876432,2016,Bounced,Email,Three Keys to your success
2904525953,18382194,2001,Bounced,Email,Register for this new deal
3756355328,18842013,2004,Bounced,Email,Register for this new deal
6774906041,18277188,2000,Bounced,Email,Three Keys to your success
1117772037,18842290,2005,Bounced,Email,Monthly overview
8809289310,18970498,2004,Bounced,Email,Register for this new deal
1182815213,18270099,2013,Bounced,Email,Three Keys to your success
4576007653,18163700,2005,Bounced,Email,Three Keys to your success
3039434227,18984920,2001,Bounced,Email,Three Keys to your success
4820269120,18587623,2016,Bounced,Email,Three Keys to your success
8993924706,18825112,2005,Bounced,Email,Three Keys to your success
7571484012,18370752,2004,Bounced,Email,Register for this new deal
5841707094,18398171,2001,Bounced,Email,Register for this new deal
1794234389,18852342,2019,Bounced,Email,Register for this new deal
8958827883,18496195,2001,Bounced,Email,Monthly overview
7640707129,18804593,2019,Bounced,Email,Register for this new deal
6372158555,18604666,2013,Bounced,Email,Register for this new deal
1559735890,18289546,2009,Bounced,Email,Three Keys to your success
5118621762,18932373,2000,Bounced,Email,Register for this new deal
7217485564,18400452,2009,Bounced,Email,Three Keys to your success
4270877603,18822566,2001,Bounced,Email,Three Keys to your success
7061831993,18823024,2005,Bounced,Email,Register for this new deal
7435016100,18451634,2019,Bounced,Email,Monthly overview
8431165108,18664600,2005,Bounced,Email,Three Keys to your success
1343591399,18897437,2001,Bounced,Email,Register for this new deal
2830984121,18342233,2001,Bounced,Email,Monthly overview
6186652713,18540997,2004,Bounced,Email,Three Keys to your success
2543211720,18188315,2013,Bounced,Email,Register for this new deal
2639961064,18965532,2016,Spam Complaint,Email,Monthly overview
4286657969,18868256,2016,Spam Complaint,Email,Three Keys to your success
7559498823,18650524,2016,Spam Complaint,Email,Monthly overview
5993425835,18256230,2013,Spam Complaint,Email,Monthly overview
7991259214,18466555,2000,Spam Complaint,Email,Register for this new deal
6744979844,18400140,2016,Spam Complaint,Email,Monthly overview
1247329980,18249336,2009,Spam Complaint,Email,Register for this new deal
5817221103,18224807,2004,Spam Complaint,Email,Register for this new deal
3030308416,18594031,2004,Spam Complaint,Email,Three Keys to your success
1173223711,18697984,2013,Spam Complaint,Email,Three Keys to your success
3722196501,18263914,2001,Spam Complaint,Email,Monthly overview
4116594180,18962944,2004,Spam Complaint,Email,Three Keys to your success
2822567563,18261360,2005,Spam Complaint,Email,Three Keys to your success
1924368753,18195084,2004,Spam Complaint,Email,Register for this new deal
7908597994,18553989,2019,Spam Complaint,Email,Register for this new deal
6571526910,18943418,2009,Spam Complaint,Email,Three Keys to your success
1755692866,18676864,2016,Spam Complaint,Email,Monthly overview
6022347704,18959871,2013,Spam Complaint,Email,Three Keys to your success
5627126890,18902203,2019,Spam Complaint,Email,Monthly overview
3257375923,18858126,2013,Spam Complaint,Email,Three Keys to your success
3686626859,18739958,2016,Spam Complaint,Email,Monthly overview
5410044459,18928143,2013,Spam Complaint,Email,Monthly overview
5442413682,18313243,2016,Spam Complaint,Email,Register for this new deal
8076916516,18193654,2004,Spam Complaint,Email,Three Keys to your success
7031665378,18132131,2000,Spam Complaint,Email,Register for this new deal
6286764582,18759824,2019,Resubscribed,Email,Monthly overview
4342431806,18805310,2013,Resubscribed,Email,Monthly overview
2947549362,18398420,2009,Resubscribed,Email,Three Keys to your success
3639845605,18559478,2005,Resubscribed,Email,Monthly overview
1563151323,18792128,2005,Resubscribed,Email,Register for this new deal
1376918205,18865196,2019,Resubscribed,Email,Monthly overview
7421110160,18939748,2016,Resubscribed,Email,Three Keys to your success
3028557385,18426603,2005,Resubscribed,Email,Three Keys to your success
2685136241,19005874,2001,Resubscribed,Email,Monthly overview
7387227461,18390284,2013,Resubscribed,Email,Three Keys to your success
4552808486,18767722,2001,Resubscribed,Email,Monthly overview
6703007018,18426335,2005,Resubscribed,Email,Three Keys to your success
3338644549,18759613,2013,Resubscribed,Email,Three Keys to your success
5471744051,18744897,2000,Resubscribed,Email,Register for this new deal
6705034085,18511544,2000,Resubscribed,Email,Three Keys to your success
5063222157,18794399,2016,Resubscribed,Email,Monthly overview
7597060553,18449143,2001,Resubscribed,Email,Monthly overview
5950910141,18479144,2000,Resubscribed,Email,Three Keys to your success
6292282455,18217185,2000,Resubscribed,Email,Three Keys to your success
6474527476,18441741,2009,Resubscribed,Email,Three Keys to your success
3244816493,18524463,2004,Resubscribed,Email,Monthly overview
8938825286,18716417,2005,Resubscribed,Email,Monthly overview
8022103298,18657048,2001,Resubscribed,Email,Register for this new deal
4087820530,18584742,2004,Resubscribed,Email,Register for this new deal
1691150845,18686014,2004,Resubscribed,Email,Three Keys to your success
2836807352,18642661,2005,Resubscribed,Email,Register for this new deal
7691558134,18275138,2019,Resubscribed,Email,Register for this new deal
3714799858,18176794,2001,Resubscribed,Email,Three Keys to your success
1145124936,18433975,2019,Resubscribed,Email,Three Keys to your success
3127016391,18171711,2013,Resubscribed,Email,Register for this new deal
5474141481,18623124,2013,Resubscribed,Email,Three Keys to your success
1235452775,18286581,2013,Resubscribed,Email,Three Keys to your success
8325424479,18430484,2004,Resubscribed,Email,Monthly overview
2294501950,18713456,2013,Resubscribed,Email,Three Keys to your success
1484800821,18491919,2005,Resubscribed,Email,Three Keys to your success
1261022440,18669539,2005,Resubscribed,Email,Three Keys to your success
2996488219,18917641,2019,Resubscribed,Email,Three Keys to your success
6908302684,18530026,2001,Resubscribed,Email,Monthly overview
5672333502,18720267,2009,Resubscribed,Email,Three Keys to your success
4229024533,18424906,2004,Resubscribed,Email,Three Keys to your success
5569877608,18144298,2005,Resubscribed,Email,Three Keys to your success
2609051431,18581840,2000,Resubscribed,Email,Register for this new deal
5936757379,18212737,2019,Resubscribed,Email,Register for this new deal
5735010012,18208424,2005,Resubscribed,Email,Three Keys to your success
6788987200,18655515,2013,Resubscribed,Email,Three Keys to your success
6438528777,18757148,2009,Resubscribed,Email,Monthly overview
1639076115,18796228,2013,Resubscribed,Email,Monthly overview
4267372850,18141392,2013,Resubscribed,Email,Three Keys to your success
8417955681,18626320,2001,Resubscribed,Email,Register for this new deal
1913027415,18198973,2009,Resubscribed,Email,Monthly overview
1871996295,18448082,2001,Resubscribed,Email,Three Keys to your success
3427780428,18559348,2019,Resubscribed,Email,Three Keys to your success
4123865995,18986133,2016,Resubscribed,Email,Monthly overview
8203702350,18465864,2001,Resubscribed,Email,Three Keys to your success
6062162852,18673737,2009,Resubscribed,Email,Three Keys to your success
1289406438,18459045,2004,Resubscribed,Email,Three Keys to your success
7758133545,18860772,2004,Resubscribed,Email,Three Keys to your success
3328081404,18691110,2004,Resubscribed,Email,Monthly overview
7911948657,18530433,2001,Resubscribed,Email,Three Keys to your success
4286257103,18565866,2016,Resubscribed,Email,Three Keys to your success
1839399686,18319947,2009,Resubscribed,Email,Three Keys to your success
3803878875,18806679,2016,Resubscribed,Email,Three Keys to your success
4275797800,18722037,2013,Resubscribed,Email,Three Keys to your success
5250932108,18966347,2004,Resubscribed,Email,Monthly overview
6361652590,18258975,2001,Resubscribed,Email,Three Keys to your success
4680680360,18157134,2019,Resubscribed,Email,Register for this new deal
3431855337,18839787,2005,Resubscribed,Email,Monthly overview
8727491946,18562664,2009,Resubscribed,Email,Register for this new deal
4499823985,18897174,2004,Resubscribed,Email,Register for this new deal
3940849278,18955222,2000,Resubscribed,Email,Three Keys to your success
4690949477,18918994,2009,Resubscribed,Email,Three Keys to your success
6164779146,18864691,2016,Resubscribed,Email,Three Keys to your success
1493903146,18485917,2004,Resubscribed,Email,Three Keys to your success
7304254422,18496390,2000,Resubscribed,Email,Three Keys to your success
4517341573,18869503,2013,Resubscribed,Email,Three Keys to your success
7298817735,18242328,2016,Resubscribed,Email,Register for this new deal
6113525477,18984779,2016,Resubscribed,Email,Register for this new deal
1347294214,18821341,2019,Resubscribed,Email,Register for this new deal
8284343267,18308646,2016,Resubscribed,Email,Register for this new deal
7850249243,18653758,2016,Resubscribed,Email,Register for this new deal
5504745536,18896263,2000,Resubscribed,Email,Three Keys to your success
1590231092,18754109,2005,Resubscribed,Email,Three Keys to your success
1621924504,18689980,2019,Resubscribed,Email,Register for this new deal
5532867681,18988877,2000,Resubscribed,Email,Three Keys to your success
7018301508,18325110,2016,Resubscribed,Email,Register for this new deal
3845798919,18483353,2000,Resubscribed,Email,Three Keys to your success
7044913589,18450274,2016,Resubscribed,Email,Register for this new deal
7627827243,18418646,2001,Resubscribed,Email,Three Keys to your success
6300983653,18340014,2016,Resubscribed,Email,Monthly overview
4460453867,18311692,2013,Resubscribed,Email,Register for this new deal
7847858043,18817135,2001,Resubscribed,Email,Register for this new deal
3970881789,18520979,2019,Resubscribed,Email,Three Keys to your success
8958819683,18580855,2019,Resubscribed,Email,Monthly overview
5915470304,18870422,2005,Resubscribed,Email,Monthly overview
8168514148,18182250,2005,Resubscribed,Email,Register for this new deal
8222071653,18692942,2001,Resubscribed,Email,Three Keys to your success
8695985240,18939223,2016,Resubscribed,Email,Three Keys to your success
5588668791,18406344,2019,Resubscribed,Email,Three Keys to your success
